document,topic
"After 6 years my term as a Governing Board member of EIT has ended. I very much appreciate to have been able to contribute to its development, but also to have met so many remarkable people associated with it. Wishing EITeu all the success in the future.",1
".k_hanghoj, CEO of EITRawMaterials, has officially opened the RMSummit2019! The three-day program will showcase the latest innovation and solutions to current challenges for the rawmaterials sector, as well as the contribution of our sector to the UN SDGs!",3
Are you a startup ready to scale internationally? Apply for the EIT_Digital Challenge,1
Interested in Lithium emobility rawmaterials Mining and in GoodNews ? Here we go! EU_Commission InfinityLithium InnoEnergyEU EITRawMaterials EIB EBRD connectingmatters rocksrock,3
Innovating against ClimateChange? ☀️ Apply for the ClimateKIC Accelerator by July 29 for €95k and mentoring - no equity taken! CleanTech Accelerator Startup,0
Tech startup fighting climatechange? €95k+ no equity up for grabs ClimateKIC Accelerator. Apply until 13.08.17,0
.ClimateKIC chair John Schellnhuber PIK_Klima on his analysis of the social state of our planet climatechange,0
"MTBEID SEC2SV 2018 | Meet the Speakers! SABRINA ROSS, aka sabrinaross, international Privacy and Security Expert Reserve your seat NOW ➡️ Sept. 11th, Mountain View (CA) startup scaleup Europe regulation GDPR cc StartUpEU EIT_Digital",1
stepandstone ClimateKIC woop woop!!,0
"coderinheels EITDigitalAccel WWCLondon Hi Gen, thought you might be interested in bookingcom's Tech Playmaker Awards, celebrating inspirational women in tech careers globally. Awards ceremony in London in March 2019 and € prizes for winners. Nominate top WiT here: RT appreciated to drive noms",1
¡Ampliamos plazo hasta el 6/3! Presenta tu proyecto CleanTech a ClimateKIC Accelerator y consigue hasta 95.000€ de financiación,0
"We are proud of medu_soil, carbondelta, AgroSustain and KITRO_FoodWaste for representing the climateheros from the ClimateKIC community at the Entrepreneurship Night in collaboration with UBSschweiz",0
"Hälften av Europas energikonsumtion består av värme och kyla. Vi fortsätter driva en hållbar omställning i Europas städer tillsammans inom celsiuscity CelsiusInitiative. RISEsweden, IMCG, Energi_mynd, ClimateKIC, EuroheatPower, EU_Commission.",-1
CleanTech Startups gesucht! ClimateKIC Accelerator fördert mit €85k NoEquity. Deadline: 27.01.19,0
"Enguany, l'EITeu ha premiat a 5 empresaris europeus per innovacions en els sectors de l'energia, la salut i aliments/primeres matèries. Coneix els projectes guanyadors 👉 innovació",1
Barriers and solutions to climate investment for cities eu climateAction climatechange climatekic,0
Welcome EITManufactur!! Congratulations to the winning consortium of the EITeu KIC on Manufacturing. Great to have a CLC in Bilbao!! Congrats tecnalia AlianzaIK4 esMONDRAGON aernova ITPaero innovation cc grupospri,1
.projectbreeze wurde im ClimateKIC Programm für besonders klimarelevante Startups aufgenommen:,0
Inra_France cerdd TKBlueAgency ClimateKIC projection_net merci pour votre mention mais veillez bien à utiliser le SolutionsCop21 :-),0
epirocgroup SIMSmining EITRawMaterials EITRMAcademy p_cerruti arstechnica cleantechnica SustMemeTop500 SustMeme agnicoeagle Working towards electrification of the mining industry – read more about the epirocgroup Northvolt partnership at EITRawMaterialsProject SIMSmining,3
"Join us for a transatlantic online debate on the role of AI and bigdata in fighting pandemics, with EIT_Digital and experts like PeterFatelnig cnastar mediamocracy LuigiCongedo leila_1111 Register now and join the discussion!",1
Proud to represent Italy and the international SMASH ( consortium !!! Thanks to ClimateKICItaly ClimateKIC FBKcom Aess Modena BetterPoints ForumVirium,0
📢 Mataró estrena un prototip de punt de recàrrega ràpida de vehicles elèctrics que funciona amb gas i aporta calor al Tub Verd 🤝 Realitzat per Naturgy IREC_Energia CinergiaCoop Pasch Sige 👍 Projecte innovador COFAST finançat per InnoEnergyEU 🔗,2
"sustainable and climate friendly,"" one of the participants of the CLP19 CLPKe19 has said. The post bootcamp will prepare participants ahead of the national finals to be held on 20th September. ClimateLaunch ClimateKIC emungai_m fnauta africainstore CiiroNgash victor_nzau",0
EIT_Digital sthlmtechfest supporting startups evothings apprl severalnines furhatrobotics,1
The pressure is ON !Last week of climatejourney17 Go gj8 We can win it :) ClimateKIC MatisIceland MoakesAndrew Daniel_AvOr aqueraltf,0
Patrick Essers verwelkomt de gasten van de Wellmo launch EIT_Digital hightechcampus. WellmoApp,1
ClimateKIC_UKI 30mhz can provide the tools to measure air quality in real time and in a usable format,0
"Continuing our collaboration with some of Europe’s most exciting start-ups, our Global Innovation &amp; Technology Centre (GITEC) team in Leuven are hosting Eueic and selected SMEs to learn more about the innovations shaping the future BrewingBetterTogether",1
A key need for transformation to address climate change is in “redefin[ing] value in terms other than money.” — ClimateKIC at researchdialogue11 SB50Bonn,0
Low Energy? No worries! Lets spark ideas with some fire! Fireartists at climathon frankfurt ClimateKIC ClimateKIC_DE,0
The ClimateKIC ClimateLaunch was brought to Cyprus in partnership with PwC_Cy_Press and sponsored by BSM HellenicBank and GZGLawyers,0
"The future of farming is ClimateSmart, integrates both mitigation and adaption measures - learn more about the topic in ClimateKIC's interview with Catalaunensis, CSABooster and UniofReading ClimateChange",0
"kelvinross68 InnoEnergyEU EITeu EIT_Digital Enlit_Europe Minecraft It's amazing how digital technologies affect our analog world. This is also a great promotion tool. IMHO, it's too underestimated.",1
At Visual3D conference are shown and discussed future of mining and geomodels in Industry and # Education supported by EITRawMaterials and other EUfunds Horizon2020 SIMSmining MiReBook,3
You need pilot scale equipment for your project? Check out our friends @ powered by swereaMEFOS &amp; EITRawMaterials,1
In Brussels today for working session of the European Hub - Financial Centres for Sustainability EHFC4S. SusNatIrl leading on. ClimateKIC backed and part of the UN FC4S network. Great day! Thanks to IrelandRepBru for hosting IFS2020 greenfinance,0
ClimateKIC VassiliouEU Excellent and great action.,0
SolutionsCOP21 ClimateKIC NO PROBLEM NEED TO LEAVE TER !,0
ClimateKIC_CH ClimateKIC Ready for your pitches Winterthur? Exited to hear about your mobility ideas!,0
IMDEA_Software is really proud of hosting the courses given by La_UPM as part of the Doctoral School of EIT_Digital. Eager to collaborate in entrepreneurship-oriented training and to foster the transference of technology and know-how from academia to industry!,1
"Oh dear. Tough competition, excellent entrepreneurs. Hard work of 5 years ClimateKIC accelerator. Result is proven here.",0
".arantxa_tapia , Consejera de Desarrollo Económico e Infraestructuras Gob_eus 🔹LÍNEAS de trabajo EITManufactur 🔹 ✅cooperación en I+D ✅creación de nuevos negocios con la Robótica , Digitalización, CeroDefectos y FabricaciónAditiva ✅formación EITManuMatch",1
Thanks to the main ClimateKIC organizers of the ClimateImpactBattle &amp; CKICSLUSH participation mikkeltrym KIC_Jason idasofiea SlushHQ,0
It is great to have MawsonResource as partner in target_ex EITRawMaterials project! They are also our partner in H2020 project NEXT_H2020. These two projects definitely cooperate and cluster! GTK_FI VMNykanen kultanick,3
"Researchers working on energy production, storage, smart grids, economic &amp; social models, EcoSESA GrenobleINP InnoEnergyEU summer school offers an opportunity to acquire expertise and skills related to energy development and management in eco-districts",2
"“Redesigning VentureCapital"" (for sustainability and climatechange focused entrepreneurial ventures). Part 3 of 3: ""A Hypothesis”, by dhofstetter_x, and ClimateKIC.",0
clionahowie ClimateKIC Thank you for your work &amp; your energy &amp; for being a huge part of WorldCleanupDay!!!,0
kate_ckic ClimateKIC sollazophoniasd fabienne_ckic iRBansal linegry I have a staff(me)+partner(GreenApesJungle) selfie!,0
".wonderflow ,azienda high-tech specializzata nell'analisi di BigData insediata tra Amsterdam e Trento, è stata premiata tra le migliori startup digitali d'Europa in occasione di un concorso di EIT_Digital",1
Put the heat on Trump and not on the Climate! ClimateSusanne ckicnordic c40cities CDP greenfinance2017 wef,-1
"Want to gain expertise in battery storage for your enterprise or project? Innovation in battery storage solutions is disrupting the industry today, so don't miss out. Register for the Battery Storage Masterclass we organise with InnoEnergyEU",2
Can't believe I won this so chuffed thank you! IF2015 WM_RIC ClimateKIC,0
"Come and hear about teaching, digitalization &amp; change to Open Innovation House, Espoo EITeu. Welcome! edtech",1
"📢 Green_spector sera présent demain soir pour témoigner lors de l'Open Night des 1 an de MakeOurPlanetGreatAgain organisé par ECOSYSGroup, ClimateKIC, CleantechOpenFR et Wework à Paris 🌍➡️ TransfoNum",0
.EITHealth SummerSchool dates announced and registration already open. Don't miss out 👉 EITCommunity H2020 EuropeanEducationArea FutureOfEurope,1
Congrats WellmoPlatform EITDigitalAccel,1
"Odbiór odpadów pojazdem autonomicznym? A może autobus, który odbierze za nas zakupy? To już nadchodząca rzeczywistość, którą bada jeden z polskich projektów. MarcinSlezak InnoEnergyCE metropoliagzm MinEnergii MI_GOV_PL",-1
Passionate about sustainable energy in urban environment?🚎🚇InnoEnergyEU's Master School may be your choice! Read the story of one alumni in the Master's in Energy for Smart Cities programme and see how he makes a difference. 👀👉,2
CuAuNiFeLiCoC GTK_FI EITRawMaterials We will make a video of the keynote presentations after the workshop. Will tweet when published!,3
The importance of place now being recognised increasingly in policy thinking. Vital for the climatechange agenda and cĺimatekic,0
Ecco le startup selezionate da Aster_ER per ClimateKIC Investment Forum Ecomondo. Ci vediamo a Rimini l'8/11!,0
JOB EIT_Digital cherche un.e BusinessDevelopper à Paris ! Plus d'infos &gt;,1
Dutch Design Week gebruikt EIT_Digital initiatief GameBus DDW16 GameBusApp,1
Our local reps of 2017 are here! Let's create great events! ClimateKIC EITalumni climatechange event innovation,0
And EIT_Digital is here to help with our EITDigitalAccel and EITDigitalAcad,1
We are proud that so many of our clients have now joined stage 2 of EdCentreCC coveted ClimateKIC Accelerator programme. We wish everyone the best of luck! innovation sustainability lowcarbon entrepreneurs startups,0
GabrielMariya EUeic Europe at its best! 👏👏👏 The European Sociological Association is proud and happy to take part via its incredible members!,1
OSIProject is out! Like us on facebook Top Stories via rubensfernando EITDigitalAcad,1
High Impact Smart Spaces days in Berlin at EIT_Digital Product Interactive Shopping Window made with Philips,1
ClimateKICLoCaL&amp; CKICNordic have partnered with Gothenburg to facilitate knowledge-sharing from the frontrunners,0
"Sergey Tolz, COO/CSO KaskoLtd presents his fintech company that so he says is a layer between insurers and different touchpoints to contact customers. pitch EITDigitalChallenge EITDigitalAccel",-1
climate startups! Apply by 23/05 for ClimateKIC biz Accelerator. Join the high-achieving 2018 start-ups like BoxergyLtd who collectively bagged over £1.75 million and scooped an impressive 54 awards.,0
What did the InnoEnergyEU's The Business Booster event mean to attendees from last year's edition? Here are a few who share their thoughts in a word (sometimes more): TBB2019 Sustainable Energy Innovations Event,2
ClimateJourney18 Journey8 inspects the premises. Leoben is an old mining town with a focus on raw materials and innovation in mining and recycling. ClimateKIC ClimateKIC_AT unileoben weareready,0
Cities and the finance sector one of the topics smartcitieslive 2-3 nov in Sthlm southpolegroup miljobloggen CKICNordic nordenen,0
Pitching URBANICOLA at the Community Summit of ClimateKIC Journey in Budapest. ckiclearning CkicCyprus ClimateJourney DubRoPest,0
"TampereUni LukeFinlandInt tudelft MSCActions ucl shannonchance7 eu_schoolnet euatweets Uni_Foundation HEInnovate ESUtwt UN4Youth MonikaSkadborg molengeek Ibiwas EITRawMaterials UniofOxford BritishCouncil DepsUSiena UNSDSN PRIMAInnovation AngeloRiccaboni UiB StartupLabNo mindtitan_ai As Science &amp; Technology Director SolvayGroup, Pascal Métivier manages all shared laboratories and infrastructure, focusing on leveraging group capabilities and delivering innovations to the partner businesses. UBForum Panel discussion 24/10 11:30-13:00",1
